Time Posted,Image URL,Instagram Post,Caption,Media Type,Reach,Plays,Total Interactions,Likes,Comments,Saves,Shares,Hashtags,Hashtag Count
08-22-2022 11:43:11,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/300756398_609359310567988_1454154200332440519_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=btvqc0pS3WIAX-bwb59&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_78nJ8Uq7F4Rl-k3UY0IZWfqyNkfoAm8doKdqspeZYwg&oe=630B19C2,https://www.instagram.com/reel/ChknmkLDQRG/,"Stan Lee was a real one for this 😎⁠
⁠
⁠
@totalnerd_⁠
⁠
⁠
#stanlee #totalnerd #marvel #mcu #omgmcu #marvelcomics #marvelmovies #movies #ironman #robertdowneyjr #rhodey #tonystark #iloveyou3000 #tonystank #avengers #infinitystones #shehulk #iamgroot #marvelstudios #nerd #meme",VIDEO,41737,43920,3801,3233,12,298,258,#stanlee #totalnerd #marvel #mcu #omgmcu #marvelcomics #marvelmovies #movies #ironman #robertdowneyjr #rhodey #tonystark #iloveyou3000 #tonystank #avengers #infinitystones #shehulk #iamgroot #marvelstudios #nerd #meme,21
