Time Posted,Image URL,Instagram Post ,Caption,Media Type,Engagement,Followers,Impressions,Reach,Likes,Comments,Saves,Video Views
08-04-2022 03:30:14,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/297059065_749283866292827_2493665796046685014_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=BB7g0zz1EbMAX8hlHLe&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-YPFwGdREqr_HkX-5sxBZjtV7IvdMlERmtCWIznAUDpQ&oe=62FA6D43,https://www.instagram.com/p/Cg0pI9NtcXv/,"Spider-Man's wall-crawling ability is way more scientific than non-comic book readers probably realize.⁠
⁠
𝐅𝐚𝐦𝐨𝐮𝐬 𝐒𝐮𝐩𝐞𝐫𝐩𝐨𝐰𝐞𝐫𝐬 𝐓𝐡𝐚𝐭 𝐃𝐨𝐧'𝐭 𝐖𝐨𝐫𝐤 𝐓𝐡𝐞 𝐖𝐚𝐲 𝐘𝐨𝐮 𝐓𝐡𝐢𝐧𝐤 𝐓𝐡𝐞𝐲 𝐃𝐨⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,2771,,74940,74653,2390,20,361,
08-04-2022 02:00:50,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/297130273_5207778106016884_1675502805895677544_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=SgVQg25FN2MAX_0I2yA&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-32MQIYtqCUF7KfXL2FWaCVmrqLCve5k_VoLkQTAqkPQ&oe=62FB5321,https://www.instagram.com/p/Cg0e5x0Nuj2/,"Time for a rewatch?⁠
⁠
𝐒𝐦𝐚𝐥𝐥 𝐃𝐞𝐭𝐚𝐢𝐥𝐬 𝐅𝐚𝐧𝐬 𝐍𝐨𝐭𝐢𝐜𝐞𝐝 𝐀𝐛𝐨𝐮𝐭 𝐔𝐧𝐝𝐞𝐫𝐫𝐚𝐭𝐞𝐝 𝐌𝐂𝐔 𝐂𝐡𝐚𝐫𝐚𝐜𝐭𝐞𝐫𝐬⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,4682,,107860,107860,4154,17,511,
08-03-2022 22:01:22,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/297325879_790763312060640_4349721034945924732_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=uT1FcYGmSL4AX8ljgvV&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT9dUDBVdluZZGzHLXLawo3QGax56I4ooEbDOtd2q9vFog&oe=62FA781F,https://www.instagram.com/p/Cg0DeITuJO7/,"Are you buying excited #pokemonscarletandviolet versions?⁠
⁠
𝟐𝟎 𝐈𝐧𝐭𝐞𝐫𝐞𝐬𝐭𝐢𝐧𝐠 𝐓𝐡𝐢𝐧𝐠𝐬 𝐘𝐨𝐮 𝐏𝐫𝐨𝐛𝐚𝐛𝐥𝐲 𝐃𝐢𝐝𝐧'𝐭 𝐊𝐧𝐨𝐰 𝐀𝐛𝐨𝐮𝐭 𝐅𝐢𝐫𝐞 𝐏𝐨𝐤é𝐦𝐨𝐧⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,447,,20940,20254,408,1,38,
08-03-2022 20:30:21,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296970818_487413576720916_7831946425155607924_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wrG_-XtTeIMAX_9RycF&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-L0nYWREFdxAB2C2L0tbVxYc6OSysmfLfkS_hAoYTIzQ&oe=62FA5541,https://www.instagram.com/p/Cgz5FR5O6V-/,How has it changed?,IMAGE,368,,14975,14625,311,24,33,
08-03-2022 00:15:22,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296783579_615854186532346_7302905907004876918_n.jpg?_nc_cat=1&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=w5lCn06Sg6YAX9GaO5t&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-NJZGvVx72g9LK5MMOFabFcmZrywzU-cv8VUAdomszWA&oe=62FB3BE8,https://www.instagram.com/p/CgxuCz5u5md/,"Davy Jones is totally misunderstood⁠
.⁠
𝐅𝐚𝐧 𝐓𝐡𝐞𝐨𝐫𝐢𝐞𝐬 𝐀𝐛𝐨𝐮𝐭 𝐇𝐢𝐠𝐡 𝐒𝐞𝐚𝐬 𝐌𝐨𝐯𝐢𝐞𝐬 𝐓𝐡𝐚𝐭 𝐀𝐜𝐭𝐮𝐚𝐥𝐥𝐲 𝐌𝐚𝐤𝐞 𝐀 𝐋𝐨𝐭 𝐎𝐟 𝐒𝐞𝐧𝐬𝐞 - Link in Bio⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!⁠",IMAGE,25248,,542762,542762,20244,296,4708,
08-02-2022 18:15:18,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296801422_904668733704646_2301281158240668886_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=lGtBf2AefbsAX8SAi_Y&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT9a0eWKcqKJlgNUd0Ywh2DppuKF8_GH7ZEgHYNwaZmqzA&oe=62FB5824,https://www.instagram.com/p/CgxE1qbufq9/,"Black Panther is way stronger than people give him credit for ⁠
.⁠
𝐓𝐡𝐞 𝐌𝐨𝐬𝐭 𝐈𝐦𝐩𝐫𝐞𝐬𝐬𝐢𝐯𝐞 𝐅𝐞𝐚𝐭𝐬 𝐎𝐟 𝐒𝐭𝐫𝐞𝐧𝐠𝐭𝐡 𝐈𝐧 𝐓𝐡𝐞 𝐌𝐂𝐔, 𝐑𝐚𝐧𝐤𝐞𝐝 - Link in Bio⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!⁠",IMAGE,6433,,171362,170301,5566,73,794,
08-01-2022 23:30:22,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296838783_1021867425153680_9206601928940844152_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7Oi-3KPfbB8AX8LqhAC&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT--aIaGGPs21GbIE9Cj9bdNdWZQ6_j75k_w2d264sWhmA&oe=62FA7308,https://www.instagram.com/p/CgvEGXRObW3/,"Kang is literally his own worst enemy.⁠
.⁠
𝐓𝐡𝐞 𝐌𝐨𝐬𝐭 𝐇𝐢𝐬𝐭𝐨𝐫𝐲-𝐒𝐡𝐚𝐤𝐢𝐧𝐠 𝐕𝐚𝐫𝐢𝐚𝐧𝐭𝐬 𝐎𝐟 𝐊𝐚𝐧𝐠 𝐓𝐡𝐞 𝐂𝐨𝐧𝐪𝐮𝐞𝐫𝐨𝐫 𝐈𝐧 𝐌𝐚𝐫𝐯𝐞𝐥 𝐂𝐨𝐦𝐢𝐜𝐬⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,1676,,46203,45391,1371,13,292,
08-01-2022 20:30:22,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296788945_736791827380260_304060799347392048_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=uR0CyLqF1tsAX_BS7dr&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT8p5REOJb3hXcUAgcFQpouHJRj3K1oMDwWf-zViBnw55A&oe=62FA0570,https://www.instagram.com/p/CguvfqgOvDm/,"Remy LeBeau deserves better.⁠
.⁠
𝐀𝐰𝐞𝐬𝐨𝐦𝐞 𝐌𝐚𝐫𝐯𝐞𝐥 𝐌𝐮𝐭𝐚𝐧𝐭𝐬 𝐖𝐡𝐨 𝐖𝐞𝐫𝐞 𝐃𝐨𝐧𝐞 𝐃𝐢𝐫𝐭𝐲 𝐈𝐧 𝐓𝐡𝐞 𝐗-𝐌𝐞𝐧 𝐌𝐨𝐯𝐢𝐞𝐬⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,5711,,183674,179931,4952,133,626,
08-01-2022 16:30:41,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296686001_1725510117795647_863876854188516724_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=hrv2xhLr3B8AX_yw9Cw&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT87nK4wdOhu4x2UKTd4Ugr-fouhSe4JjzWlgR8CGLuqAg&oe=62FB0622,https://www.instagram.com/p/CguUDukOlqX/,"We're happy Jamie Foxx was in the movie, but it leads to a lot of questions.⁠
.⁠
𝟏𝟒 𝐌𝐂𝐔 𝐋𝐨𝐨𝐬𝐞 𝐓𝐡𝐫𝐞𝐚𝐝𝐬 𝐓𝐡𝐚𝐭 𝐖𝐞 𝐏𝐫𝐨𝐛𝐚𝐛𝐥𝐲 𝐒𝐡𝐨𝐮𝐥𝐝𝐧'𝐭 𝐏𝐮𝐥𝐥⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,7332,,161504,157329,6053,230,1049,
07-31-2022 22:30:21,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296934378_558990272588431_3570766940058331859_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=r0cJMEK3x3oAX85Cge8&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_ZuS0YKMLOsLTnHmSU3PdX_0adWV_omECaykzDaZDNZg&oe=62FAB3D6,https://www.instagram.com/p/CgsYbrQumKw/,"Maybe this is why Shang was so... attentive. ⁠
- ⁠
𝐅𝐚𝐧𝐬 𝐀𝐫𝐞 𝐒𝐡𝐚𝐫𝐢𝐧𝐠 𝐓𝐡𝐞𝐢𝐫 𝐃𝐞𝐞𝐩 𝐃𝐢𝐯𝐞𝐬 𝐎𝐧 𝐃𝐢𝐬𝐧𝐞𝐲 𝐂𝐡𝐚𝐫𝐚𝐜𝐭𝐞𝐫𝐬 - Link in bio!⁠
- ⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,8369,,177802,173256,6858,28,1483,
07-31-2022 20:30:18,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296277890_724375818658729_7184356628961492766_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=hKq8GDvo9wEAX9eMe5y&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_Vjb9lnltkGpTEUgTDguwfhfxyTITImrY5w_1As68llQ&oe=62FAF12B,https://www.instagram.com/p/CgsKsPEr75V/,Better than Marvel or DC?,IMAGE,1683,,38769,36840,1400,105,178,
07-31-2022 18:30:18,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296958637_447232877283741_6836261667273601277_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=IP6r5mHP8-MAX8g5DL6&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-lnIAGJxjzD94gO-R9SK-IFKBDIRHGfKYKmDE0qlZHgg&oe=62FA8E06,https://www.instagram.com/p/Cgr89qvrF4X/,"King of the goblins, AND king of glam.⁠
- ⁠
𝟐𝟏 𝐅𝐚𝐧 𝐓𝐡𝐞𝐨𝐫𝐢𝐞𝐬 𝐀𝐛𝐨𝐮𝐭 𝐅𝐚𝐢𝐫𝐲𝐭𝐚𝐥𝐞 𝐂𝐫𝐞𝐚𝐭𝐮𝐫𝐞𝐬 𝐈𝐧 𝐅𝐚𝐧𝐭𝐚𝐬𝐲 𝐌𝐨𝐯𝐢𝐞𝐬 𝐓𝐡𝐚𝐭 𝐏𝐮𝐭 𝐓𝐡𝐞 𝐆𝐫𝐢𝐦𝐦 𝐁𝐫𝐨𝐭𝐡𝐞𝐫𝐬 𝐓𝐨 𝐒𝐡𝐚𝐦𝐞 - Link in bio!⁠
- ⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,4728,,153741,152841,3736,48,944,
07-31-2022 16:30:27,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296599470_1109612759633332_1318767887496340850_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=GzcbhSZ62-wAX9t5tZE&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT__Stjn3M7uWBtoMGRBzbbEjdBovkJOHdGkuWtQNBY11g&oe=62FA89DD,https://www.instagram.com/p/CgrvPiWOq5g/,"Can't talk, too busy bawling. ⁠
- ⁠
𝟐𝟎 𝐅𝐚𝐧 𝐓𝐡𝐞𝐨𝐫𝐢𝐞𝐬 𝐀𝐛𝐨𝐮𝐭 𝐃𝐮𝐦𝐛𝐥𝐞𝐝𝐨𝐫𝐞'𝐬 𝐀𝐫𝐦𝐲 𝐓𝐡𝐚𝐭 𝐀𝐫𝐞 𝐒𝐭𝐫𝐨𝐧𝐠𝐞𝐫 𝐓𝐡𝐚𝐧 𝐀 𝐏𝐚𝐭𝐫𝐨𝐧𝐮𝐬 - Link in bio!⁠
- ⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,2942,,87646,84315,2641,11,290,
07-31-2022 00:00:42,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296601884_795341568301628_2113850040562587186_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=1jVEEkbE0KEAX_ArP64&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-oWE5DGDno3dJKrEgMREks66wRVUg-1lsZskphI0uRhA&oe=62F9B544,https://www.instagram.com/p/Cgp9-cCuMYX/,"""You've got to be kidding."" ⁠
⁠
𝐅𝐚𝐧𝐬 𝐒𝐡𝐚𝐫𝐞 𝐓𝐡𝐢𝐧𝐠𝐬 𝐅𝐫𝐨𝐦 𝐓𝐡𝐞 𝐋𝐢𝐯𝐞-𝐀𝐜𝐭𝐢𝐨𝐧 '𝐒𝐜𝐨𝐨𝐛𝐲-𝐃𝐨𝐨' 𝐌𝐨𝐯𝐢𝐞𝐬 𝐖𝐞 𝐍𝐞𝐯𝐞𝐫 𝐓𝐡𝐨𝐮𝐠𝐡𝐭 𝐀𝐛𝐨𝐮𝐭 𝐁𝐞𝐟𝐨𝐫𝐞 – Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,9717,,156424,156424,8257,29,1431,
07-30-2022 23:00:38,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296292855_425347676303613_6787271979171156098_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=HX2RmTDeTfIAX9025j7&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT8xlJVi8ftVRQKfaJIIurgYj7RqMC6P0ZPLvS3QUIbbEA&oe=62FA7C2F,https://www.instagram.com/p/Cgp3GcNPjMj/,"This is the kind of thing I’m here for.⁠
⁠
𝐒𝐦𝐚𝐥𝐥 𝐁𝐮𝐭 𝐏𝐨𝐰𝐞𝐫𝐟𝐮𝐥 𝐃𝐞𝐭𝐚𝐢𝐥𝐬 𝐀𝐛𝐨𝐮𝐭 𝐌𝐂𝐔'𝐬 𝐈𝐧𝐟𝐢𝐧𝐢𝐭𝐲 𝐒𝐭𝐨𝐧𝐞𝐬 𝐓𝐡𝐚𝐭 𝐅𝐚𝐧𝐬 𝐒𝐨𝐦𝐞𝐡𝐨𝐰 𝐍𝐨𝐭𝐢𝐜𝐞𝐝 �– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,16730,,313662,305739,13609,64,3057,
07-30-2022 18:10:25,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296356597_345991501074775_4201022681519066979_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=AqqNriEhy2sAX9hrOT6&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-XicKu2rp4Hj0FFNk9XW0c-a_TzKKKxJ79oLsoeCQ_9A&oe=62FB5D1D,https://www.instagram.com/p/CgpV5QOlt4K/,"This sign is literally Deadpool's name in Chinese.⁠
⁠
𝟐𝟑 𝐒𝐦𝐚𝐥𝐥 𝐃𝐞𝐭𝐚𝐢𝐥𝐬 𝐅𝐫𝐨𝐦 '𝐃𝐞𝐚𝐝𝐩𝐨𝐨𝐥 𝟐' 𝐘𝐨𝐮'𝐥𝐥 𝐍𝐞𝐞𝐝 𝐓𝐢𝐧𝐲 𝐁𝐚𝐛𝐲 𝐇𝐚𝐧𝐝𝐬 𝐓𝐨 𝐂𝐚𝐭𝐜𝐡 �– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,1719,,36600,36017,1536,6,177,
07-29-2022 23:24:44,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/296326428_140120482034407_7870330038271260273_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Fd3uevLaXSIAX8rwlLZ&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-ZSDhtsi757CjTlCce8IU1vIKy4a2Wxe-HH8jd_6-Z4A&oe=62FAECB5,https://www.instagram.com/p/CgnVFsRvyT-/,"Ugh. The worst (and low-key the most interesting) villain in the franchise.⁠
.⁠
.⁠
𝐓𝐡𝐞 𝐂𝐨𝐦𝐩𝐥𝐞𝐭𝐞 𝐓𝐢𝐦𝐞𝐥𝐢𝐧𝐞 𝐎𝐟 𝐆𝐫𝐚𝐧𝐝 𝐌𝐨𝐟𝐟 𝐓𝐚𝐫𝐤𝐢𝐧 𝐈𝐧 𝐓𝐡𝐞 '𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬' 𝐆𝐚𝐥𝐚𝐱𝐲– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",CAROUSEL_ALBUM,976,,33001,29200,779,3,,
07-29-2022 22:25:16,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296350341_5850286044991223_4507599925927608587_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=huYPGqxKw5gAX-d9mUE&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_DxLdhZ03xA4QpeimIKHvsH0DXuh-qkOVr5VcvBmUKIA&oe=62FB20F7,https://www.instagram.com/p/CgnOQ_rsQDe/,"10/10 would also have lost our damn minds.⁠
.⁠
.⁠
𝟐𝟐 𝐓𝐡𝐢𝐧𝐠𝐬 𝐅𝐚𝐧𝐬 𝐍𝐨𝐭𝐢𝐜𝐞𝐝 𝐅𝐫𝐨𝐦 𝐁𝐞𝐥𝐨𝐯𝐞𝐝 '𝟖𝟎𝐬 𝐌𝐨𝐯𝐢𝐞𝐬 𝐓𝐡𝐚𝐭 𝐌𝐚𝐤𝐞 𝐔𝐬 𝐖𝐚𝐧𝐭 𝐀 𝐌𝐨𝐯𝐢𝐞 𝐌𝐚𝐫𝐚𝐭𝐡𝐨𝐧– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,2414,,58423,58423,2102,8,304,
07-29-2022 19:01:59,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296035331_751925039388708_1711412920174950705_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=IoALkvz6xrYAX-G7sSJ&_nc_oc=AQnJoKaseBMi4pG2SvYwucUvblzfafWxgeh_omQ7vWd4LcCMVAfDpcnw-OMMeJXPhvWU2xcEsxpg1WJhNzgvb8XK&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT98ZYXEmxTr7oyMRSYXAacHjUoVSuqpYF7i2yvmJuBbAQ&oe=62FAB106,https://www.instagram.com/p/Cgm26-_uX1z/,"Can you even imagine TNG without Patrick Stewart?⁠
.⁠
.⁠
𝟏𝟓 𝐓𝐡𝐢𝐧𝐠𝐬 '𝐒𝐭𝐚𝐫 𝐓𝐫𝐞𝐤' 𝐅𝐚𝐧𝐬 𝐏𝐫𝐨𝐛𝐚𝐛𝐥𝐲 𝐃𝐨𝐧'𝐭 𝐊𝐧𝐨𝐰 𝐀𝐛𝐨𝐮𝐭 𝐂𝐚𝐩𝐭𝐚𝐢𝐧 𝐉𝐞𝐚𝐧-𝐋𝐮𝐜 𝐏𝐢𝐜𝐚𝐫𝐝 �– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,3937,,206456,203788,3294,29,614,
07-29-2022 01:00:41,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/295919649_1015874922460976_5461918371730975564_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YyxEaWBWPbcAX8RoQct&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_p_tw4lt7fLvtyA3XX8-ebVCIPNgaFFQAxCa3kE14kyw&oe=62FB6686,https://www.instagram.com/p/Cgk7P3GOWEa/,"No one ships Jopper more than Hopper.⁠
⁠
𝐇𝐞𝐫𝐞'𝐬 𝐖𝐡𝐲 𝐃𝐚𝐯𝐢𝐝 𝐇𝐚𝐫𝐛𝐨𝐮𝐫 𝐈𝐬 𝐄𝐯𝐞𝐧 𝐌𝐨𝐫𝐞 𝐀𝐰𝐞𝐬𝐨𝐦𝐞 𝐓𝐡𝐚𝐧 𝐘𝐨𝐮 𝐓𝐡𝐨𝐮𝐠𝐡𝐭⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,2013,,48825,46680,1757,7,249,
07-28-2022 21:01:11,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/295998784_855339449187230_6652667068189915030_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=OZUOLXhmYc8AX-iedk0&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_sHUm98kN5nrhApXXQFfsH10sDiJCGITuGvWh827__Tg&oe=62FA0D31,https://www.instagram.com/p/Cgkf0dHs6Ef/,"The only method acting I'll accept⁠
⁠
𝟏𝟔 𝐏𝐨𝐬𝐭𝐬 𝐀𝐛𝐨𝐮𝐭 '𝐓𝐡𝐞 𝐖𝐢𝐭𝐜𝐡𝐞𝐫' 𝐓𝐡𝐚𝐭 𝐀𝐜𝐭𝐮𝐚𝐥𝐥𝐲 𝐌𝐚𝐤𝐞 𝐀 𝐆𝐨𝐨𝐝 𝐏𝐨𝐢𝐧𝐭⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,6753,,165258,165258,5902,40,811,
07-28-2022 18:02:10,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296054251_738486747432687_1764852223227461971_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=3K5qGKsL1OUAX9dQLV_&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_oAilKgl2bS5VRXLJzkjKw6wWc6C8N0aU_J9lIm9rdjQ&oe=62FB357C,https://www.instagram.com/p/CgkLTgrF1Jn/,"Eddie Munson appreciation post.⁠
⁠
𝟏𝟗 𝐏𝐨𝐬𝐭𝐬 𝐀𝐛𝐨𝐮𝐭 '𝐒𝐭𝐫𝐚𝐧𝐠𝐞𝐫 𝐓𝐡𝐢𝐧𝐠𝐬' 𝐒𝐞𝐚𝐬𝐨𝐧 𝟒 𝐓𝐡𝐚𝐭 𝐀𝐜𝐭𝐮𝐚𝐥𝐥𝐲 𝐌𝐚𝐤𝐞 𝐀 𝐆𝐨𝐨𝐝 𝐏𝐨𝐢𝐧𝐭⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,7183,,70063,64685,6023,41,1119,
07-28-2022 01:00:40,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296173261_809617990447495_61336686302173144_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=uy9j2VXHwpUAX8z2aYz&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT--lQdIZ_p_e95m8XZyKESyUkOwIEsTcfnjP3DMdFbJRw&oe=62FA80E8,https://www.instagram.com/p/CgiWc6tNn2h/,"Definitely a way to look at #captainamerica that some fans might not know.⁠
⁠
𝐇𝐨𝐰 𝐃𝐨 𝐓𝐡𝐞 𝐀𝐯𝐞𝐧𝐠𝐞𝐫𝐬’ 𝐏𝐨𝐰𝐞𝐫𝐬 𝐀𝐜𝐭𝐮𝐚𝐥𝐥𝐲 𝐖𝐨𝐫𝐤⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,5653,,172294,170010,4680,75,898,
07-27-2022 23:30:27,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296042256_1809747189369964_1368483093404598328_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=oExhnbS1zc8AX8ixVci&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-50A8gGGJV9ibPc-xaRc4WqffPDrOWikw2LqW0aGApkw&oe=62FB680D,https://www.instagram.com/p/CgiMIj2uIeh/,"So glad Willem Dafoe returned for #spidermannowayhome?!⁠
⁠
𝐀𝐜𝐭𝐨𝐫𝐬 𝐓𝐚𝐥𝐤 𝐀𝐛𝐨𝐮𝐭 𝐖𝐡𝐚𝐭 𝐈𝐭 𝐖𝐚𝐬 𝐋𝐢𝐤𝐞 𝐏𝐥𝐚𝐲𝐢𝐧𝐠 𝐀𝐧 𝐌𝐂𝐔 𝐕𝐢𝐥𝐥𝐚𝐢𝐧⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,2722,,71651,71651,2467,13,242,
