timestamp,thumbnail,permalink,caption,type,engagement,followers,impressions,reach,likes,comments,saves,videoViews
2022-08-04T19:01:59+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/297413646_601962557994017_3123685132542025917_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=InsDRvjsvOYAX82mN4v&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_8wbMW7B3071aQWeOtXCt6Nw6x5CGv_eL3ChQiKakSwQ&oe=62FA3262,https://www.instagram.com/p/Cg2TqreOCBM/,"Which suit is your favorite?⁠
.⁠
𝐅𝐚𝐧𝐬 𝐀𝐫𝐞 𝐒𝐡𝐚𝐫𝐢𝐧𝐠 𝐃𝐞𝐭𝐚𝐢𝐥𝐬 𝐀𝐛𝐨𝐮𝐭 𝐒𝐩𝐢𝐝𝐞𝐫-𝐌𝐚𝐧'𝐬 𝐒𝐮𝐢𝐭 𝐓𝐡𝐚𝐭 𝐖𝐞 𝐍𝐞𝐯𝐞𝐫 𝐍𝐨𝐭𝐢𝐜𝐞𝐝 𝐁𝐞𝐟𝐨𝐫𝐞 – Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,799,,20211,19246,696,22,81,
2022-08-04T03:30:14+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/297059065_749283866292827_2493665796046685014_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=BB7g0zz1EbMAX84YcSg&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT8agFFIB70Qj1es9ZqYJ7DoYHFZy0rw-cnJS9H9i6Qtyg&oe=62FA6D43,https://www.instagram.com/p/Cg0pI9NtcXv/,"Spider-Man's wall-crawling ability is way more scientific than non-comic book readers probably realize.⁠
⁠
𝐅𝐚𝐦𝐨𝐮𝐬 𝐒𝐮𝐩𝐞𝐫𝐩𝐨𝐰𝐞𝐫𝐬 𝐓𝐡𝐚𝐭 𝐃𝐨𝐧'𝐭 𝐖𝐨𝐫𝐤 𝐓𝐡𝐞 𝐖𝐚𝐲 𝐘𝐨𝐮 𝐓𝐡𝐢𝐧𝐤 𝐓𝐡𝐞𝐲 𝐃𝐨⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,2769,,74835,74567,2388,20,361,
2022-08-04T02:00:50+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/297130273_5207778106016884_1675502805895677544_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=SgVQg25FN2MAX_z2Rzx&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT9eoI4zodxVLAtXysHXBvFb_VIYkESV_van-cA00g-6Iw&oe=62F958E1,https://www.instagram.com/p/Cg0e5x0Nuj2/,"Time for a rewatch?⁠
⁠
𝐒𝐦𝐚𝐥𝐥 𝐃𝐞𝐭𝐚𝐢𝐥𝐬 𝐅𝐚𝐧𝐬 𝐍𝐨𝐭𝐢𝐜𝐞𝐝 𝐀𝐛𝐨𝐮𝐭 𝐔𝐧𝐝𝐞𝐫𝐫𝐚𝐭𝐞𝐝 𝐌𝐂𝐔 𝐂𝐡𝐚𝐫𝐚𝐜𝐭𝐞𝐫𝐬⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,4667,,107506,107506,4141,17,509,
2022-08-03T22:01:22+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/297325879_790763312060640_4349721034945924732_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=uT1FcYGmSL4AX9B71L7&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_aD3x9BeQ09slljzbRWJ5LfaAe1n5q4NeOWKCayDlbBQ&oe=62FA781F,https://www.instagram.com/p/Cg0DeITuJO7/,"Are you buying excited #pokemonscarletandviolet versions?⁠
⁠
𝟐𝟎 𝐈𝐧𝐭𝐞𝐫𝐞𝐬𝐭𝐢𝐧𝐠 𝐓𝐡𝐢𝐧𝐠𝐬 𝐘𝐨𝐮 𝐏𝐫𝐨𝐛𝐚𝐛𝐥𝐲 𝐃𝐢𝐝𝐧'𝐭 𝐊𝐧𝐨𝐰 𝐀𝐛𝐨𝐮𝐭 𝐅𝐢𝐫𝐞 𝐏𝐨𝐤é𝐦𝐨𝐧⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,446,,20921,20249,408,1,37,
2022-08-03T20:30:21+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296970818_487413576720916_7831946425155607924_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wrG_-XtTeIMAX89uq4q&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT9V0atrSilA_Tqg3La4mWfoYAKdhlTmGNaHipnPxkqOiQ&oe=62FA5541,https://www.instagram.com/p/Cgz5FR5O6V-/,How has it changed?,IMAGE,368,,14961,14607,311,24,33,
2022-08-03T00:15:22+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296783579_615854186532346_7302905907004876918_n.jpg?_nc_cat=1&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=w5lCn06Sg6YAX-fLrbS&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-D_XBiOl0yUfb4NmQB7Z9s-eOzv8amEvH_DQkuh8ShiA&oe=62FB3BE8,https://www.instagram.com/p/CgxuCz5u5md/,"Davy Jones is totally misunderstood⁠
.⁠
𝐅𝐚𝐧 𝐓𝐡𝐞𝐨𝐫𝐢𝐞𝐬 𝐀𝐛𝐨𝐮𝐭 𝐇𝐢𝐠𝐡 𝐒𝐞𝐚𝐬 𝐌𝐨𝐯𝐢𝐞𝐬 𝐓𝐡𝐚𝐭 𝐀𝐜𝐭𝐮𝐚𝐥𝐥𝐲 𝐌𝐚𝐤𝐞 𝐀 𝐋𝐨𝐭 𝐎𝐟 𝐒𝐞𝐧𝐬𝐞 - Link in Bio⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!⁠",IMAGE,24877,,533773,533773,19963,291,4623,
2022-08-02T18:15:18+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296801422_904668733704646_2301281158240668886_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=numTHAomREcAX9-B04u&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT932YYITyFcnOJ8iBZ6oTypVqlvyToQ_8GnkxsRfz8I_A&oe=62F95DE4,https://www.instagram.com/p/CgxE1qbufq9/,"Black Panther is way stronger than people give him credit for ⁠
.⁠
𝐓𝐡𝐞 𝐌𝐨𝐬𝐭 𝐈𝐦𝐩𝐫𝐞𝐬𝐬𝐢𝐯𝐞 𝐅𝐞𝐚𝐭𝐬 𝐎𝐟 𝐒𝐭𝐫𝐞𝐧𝐠𝐭𝐡 𝐈𝐧 𝐓𝐡𝐞 𝐌𝐂𝐔, 𝐑𝐚𝐧𝐤𝐞𝐝 - Link in Bio⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!⁠",IMAGE,6430,,171243,170226,5563,73,794,
2022-08-01T23:30:22+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296838783_1021867425153680_9206601928940844152_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7Oi-3KPfbB8AX9AmiZr&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-CMxaIZDY2ORucbFqxORIXCHvCplMFkCWn2-Hx9zuTVw&oe=62FA7308,https://www.instagram.com/p/CgvEGXRObW3/,"Kang is literally his own worst enemy.⁠
.⁠
𝐓𝐡𝐞 𝐌𝐨𝐬𝐭 𝐇𝐢𝐬𝐭𝐨𝐫𝐲-𝐒𝐡𝐚𝐤𝐢𝐧𝐠 𝐕𝐚𝐫𝐢𝐚𝐧𝐭𝐬 𝐎𝐟 𝐊𝐚𝐧𝐠 𝐓𝐡𝐞 𝐂𝐨𝐧𝐪𝐮𝐞𝐫𝐨𝐫 𝐈𝐧 𝐌𝐚𝐫𝐯𝐞𝐥 𝐂𝐨𝐦𝐢𝐜𝐬⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,1676,,46185,45391,1371,13,292,
2022-08-01T20:30:22+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296788945_736791827380260_304060799347392048_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=uR0CyLqF1tsAX9rvks7&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_5XSC3elirEe9cZIvzHNCV9qJDQ89xj-6jSFAkCrC8lw&oe=62FA0570,https://www.instagram.com/p/CguvfqgOvDm/,"Remy LeBeau deserves better.⁠
.⁠
𝐀𝐰𝐞𝐬𝐨𝐦𝐞 𝐌𝐚𝐫𝐯𝐞𝐥 𝐌𝐮𝐭𝐚𝐧𝐭𝐬 𝐖𝐡𝐨 𝐖𝐞𝐫𝐞 𝐃𝐨𝐧𝐞 𝐃𝐢𝐫𝐭𝐲 𝐈𝐧 𝐓𝐡𝐞 𝐗-𝐌𝐞𝐧 𝐌𝐨𝐯𝐢𝐞𝐬⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,5711,,183641,179806,4952,133,626,
2022-08-01T16:30:41+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296686001_1725510117795647_863876854188516724_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=hrv2xhLr3B8AX_EXS84&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT9DiL5t8o6x2qXrFKUo25EEyw16oIyhQBkBQXowAnDsNw&oe=62FB0622,https://www.instagram.com/p/CguUDukOlqX/,"We're happy Jamie Foxx was in the movie, but it leads to a lot of questions.⁠
.⁠
𝟏𝟒 𝐌𝐂𝐔 𝐋𝐨𝐨𝐬𝐞 𝐓𝐡𝐫𝐞𝐚𝐝𝐬 𝐓𝐡𝐚𝐭 𝐖𝐞 𝐏𝐫𝐨𝐛𝐚𝐛𝐥𝐲 𝐒𝐡𝐨𝐮𝐥𝐝𝐧'𝐭 𝐏𝐮𝐥𝐥⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,7332,,161480,157297,6053,230,1049,
2022-07-31T22:30:21+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296934378_558990272588431_3570766940058331859_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=r0cJMEK3x3oAX_M-uIa&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_SbqmBRytSIxGIAYjclSyY0UyVWiIvivDkdvjptTDAlA&oe=62FAB3D6,https://www.instagram.com/p/CgsYbrQumKw/,"Maybe this is why Shang was so... attentive. ⁠
- ⁠
𝐅𝐚𝐧𝐬 𝐀𝐫𝐞 𝐒𝐡𝐚𝐫𝐢𝐧𝐠 𝐓𝐡𝐞𝐢𝐫 𝐃𝐞𝐞𝐩 𝐃𝐢𝐯𝐞𝐬 𝐎𝐧 𝐃𝐢𝐬𝐧𝐞𝐲 𝐂𝐡𝐚𝐫𝐚𝐜𝐭𝐞𝐫𝐬 - Link in bio!⁠
- ⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,8367,,177727,173256,6857,28,1482,
2022-07-31T20:30:18+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296277890_724375818658729_7184356628961492766_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=hKq8GDvo9wEAX9NR9uz&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_cDCPg7JFsUe_cOwVy3H7fwzE1P1UUyH8Vj4osqOTe5Q&oe=62FAF12B,https://www.instagram.com/p/CgsKsPEr75V/,Better than Marvel or DC?,IMAGE,1682,,38757,36840,1399,105,178,
2022-07-31T18:30:18+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296958637_447232877283741_6836261667273601277_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=IP6r5mHP8-MAX8J8Y4d&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT87CBu5Ll1LLxo7FqNMiGd45jSLf5qLMXGFaN2z7CQYaQ&oe=62FA8E06,https://www.instagram.com/p/Cgr89qvrF4X/,"King of the goblins, AND king of glam.⁠
- ⁠
𝟐𝟏 𝐅𝐚𝐧 𝐓𝐡𝐞𝐨𝐫𝐢𝐞𝐬 𝐀𝐛𝐨𝐮𝐭 𝐅𝐚𝐢𝐫𝐲𝐭𝐚𝐥𝐞 𝐂𝐫𝐞𝐚𝐭𝐮𝐫𝐞𝐬 𝐈𝐧 𝐅𝐚𝐧𝐭𝐚𝐬𝐲 𝐌𝐨𝐯𝐢𝐞𝐬 𝐓𝐡𝐚𝐭 𝐏𝐮𝐭 𝐓𝐡𝐞 𝐆𝐫𝐢𝐦𝐦 𝐁𝐫𝐨𝐭𝐡𝐞𝐫𝐬 𝐓𝐨 𝐒𝐡𝐚𝐦𝐞 - Link in bio!⁠
- ⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,4728,,153721,152841,3736,48,944,
2022-07-31T16:30:27+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296599470_1109612759633332_1318767887496340850_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=GzcbhSZ62-wAX-m0FtV&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT89bLTd2uVWvadR-sT27vyH9yHZvdn_gdnwF_UKAsdwLA&oe=62FA89DD,https://www.instagram.com/p/CgrvPiWOq5g/,"Can't talk, too busy bawling. ⁠
- ⁠
𝟐𝟎 𝐅𝐚𝐧 𝐓𝐡𝐞𝐨𝐫𝐢𝐞𝐬 𝐀𝐛𝐨𝐮𝐭 𝐃𝐮𝐦𝐛𝐥𝐞𝐝𝐨𝐫𝐞'𝐬 𝐀𝐫𝐦𝐲 𝐓𝐡𝐚𝐭 𝐀𝐫𝐞 𝐒𝐭𝐫𝐨𝐧𝐠𝐞𝐫 𝐓𝐡𝐚𝐧 𝐀 𝐏𝐚𝐭𝐫𝐨𝐧𝐮𝐬 - Link in bio!⁠
- ⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,2942,,87634,84315,2641,11,290,
2022-07-31T00:00:42+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296601884_795341568301628_2113850040562587186_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=1jVEEkbE0KEAX9KgTHq&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT96UBDNuzljX6-10hYeKudz0wiIqYKcurbT_51mRWzwPw&oe=62F9B544,https://www.instagram.com/p/Cgp9-cCuMYX/,"""You've got to be kidding."" ⁠
⁠
𝐅𝐚𝐧𝐬 𝐒𝐡𝐚𝐫𝐞 𝐓𝐡𝐢𝐧𝐠𝐬 𝐅𝐫𝐨𝐦 𝐓𝐡𝐞 𝐋𝐢𝐯𝐞-𝐀𝐜𝐭𝐢𝐨𝐧 '𝐒𝐜𝐨𝐨𝐛𝐲-𝐃𝐨𝐨' 𝐌𝐨𝐯𝐢𝐞𝐬 𝐖𝐞 𝐍𝐞𝐯𝐞𝐫 𝐓𝐡𝐨𝐮𝐠𝐡𝐭 𝐀𝐛𝐨𝐮𝐭 𝐁𝐞𝐟𝐨𝐫𝐞 – Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,9712,,156341,156341,8253,29,1430,
2022-07-30T23:00:38+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296292855_425347676303613_6787271979171156098_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=HX2RmTDeTfIAX8LGyJ4&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT9ViOBrwMPrkgg8aOMuYUJNOY1nDRj-o7dEzb3G_STdrA&oe=62FA7C2F,https://www.instagram.com/p/Cgp3GcNPjMj/,"This is the kind of thing I’m here for.⁠
⁠
𝐒𝐦𝐚𝐥𝐥 𝐁𝐮𝐭 𝐏𝐨𝐰𝐞𝐫𝐟𝐮𝐥 𝐃𝐞𝐭𝐚𝐢𝐥𝐬 𝐀𝐛𝐨𝐮𝐭 𝐌𝐂𝐔'𝐬 𝐈𝐧𝐟𝐢𝐧𝐢𝐭𝐲 𝐒𝐭𝐨𝐧𝐞𝐬 𝐓𝐡𝐚𝐭 𝐅𝐚𝐧𝐬 𝐒𝐨𝐦𝐞𝐡𝐨𝐰 𝐍𝐨𝐭𝐢𝐜𝐞𝐝 �– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,16728,,313575,305648,13607,64,3057,
2022-07-30T18:10:25+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296356597_345991501074775_4201022681519066979_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=AqqNriEhy2sAX8yHQ4h&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT82BacKVeiKZtyzuk9ENLoIxankxtMdjXPp3P9grg1uZQ&oe=62F962DD,https://www.instagram.com/p/CgpV5QOlt4K/,"This sign is literally Deadpool's name in Chinese.⁠
⁠
𝟐𝟑 𝐒𝐦𝐚𝐥𝐥 𝐃𝐞𝐭𝐚𝐢𝐥𝐬 𝐅𝐫𝐨𝐦 '𝐃𝐞𝐚𝐝𝐩𝐨𝐨𝐥 𝟐' 𝐘𝐨𝐮'𝐥𝐥 𝐍𝐞𝐞𝐝 𝐓𝐢𝐧𝐲 𝐁𝐚𝐛𝐲 𝐇𝐚𝐧𝐝𝐬 𝐓𝐨 𝐂𝐚𝐭𝐜𝐡 �– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,1719,,36589,36003,1536,6,177,
2022-07-29T23:24:44+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/296326428_140120482034407_7870330038271260273_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Fd3uevLaXSIAX8e-Cx-&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_PgtdOyunBFtYIDj0ZDC9x8kT5jJ5dHa7V86yu_g8jUg&oe=62FAECB5,https://www.instagram.com/p/CgnVFsRvyT-/,"Ugh. The worst (and low-key the most interesting) villain in the franchise.⁠
.⁠
.⁠
𝐓𝐡𝐞 𝐂𝐨𝐦𝐩𝐥𝐞𝐭𝐞 𝐓𝐢𝐦𝐞𝐥𝐢𝐧𝐞 𝐎𝐟 𝐆𝐫𝐚𝐧𝐝 𝐌𝐨𝐟𝐟 𝐓𝐚𝐫𝐤𝐢𝐧 𝐈𝐧 𝐓𝐡𝐞 '𝐒𝐭𝐚𝐫 𝐖𝐚𝐫𝐬' 𝐆𝐚𝐥𝐚𝐱𝐲– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",CAROUSEL_ALBUM,975,,32991,29112,778,3,,
2022-07-29T22:25:16+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296350341_5850286044991223_4507599925927608587_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=huYPGqxKw5gAX9J8Hs7&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT_xobp4-B83BywVFmlBCRVW7v1jK0eYLRF9RiA-s7mqGA&oe=62FB20F7,https://www.instagram.com/p/CgnOQ_rsQDe/,"10/10 would also have lost our damn minds.⁠
.⁠
.⁠
𝟐𝟐 𝐓𝐡𝐢𝐧𝐠𝐬 𝐅𝐚𝐧𝐬 𝐍𝐨𝐭𝐢𝐜𝐞𝐝 𝐅𝐫𝐨𝐦 𝐁𝐞𝐥𝐨𝐯𝐞𝐝 '𝟖𝟎𝐬 𝐌𝐨𝐯𝐢𝐞𝐬 𝐓𝐡𝐚𝐭 𝐌𝐚𝐤𝐞 𝐔𝐬 𝐖𝐚𝐧𝐭 𝐀 𝐌𝐨𝐯𝐢𝐞 𝐌𝐚𝐫𝐚𝐭𝐡𝐨𝐧– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,2414,,58416,58416,2102,8,304,
2022-07-29T19:01:59+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296035331_751925039388708_1711412920174950705_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Xj7f02CB_RkAX8jXBHm&_nc_oc=AQkc8xtZdXTEPWYpQNUHHSAQE-kWIO3wowqAxalrUXPMdsL3qkR2apIlQ27GiSkTkejLGUhT6f0e1tuIv-BiPAmf&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT8TmDB_ZXBM2Q3tVn9jOW_Wb5XFS2tmNlLHp4ZLq3_LGw&oe=62FAB106,https://www.instagram.com/p/Cgm26-_uX1z/,"Can you even imagine TNG without Patrick Stewart?⁠
.⁠
.⁠
𝟏𝟓 𝐓𝐡𝐢𝐧𝐠𝐬 '𝐒𝐭𝐚𝐫 𝐓𝐫𝐞𝐤' 𝐅𝐚𝐧𝐬 𝐏𝐫𝐨𝐛𝐚𝐛𝐥𝐲 𝐃𝐨𝐧'𝐭 𝐊𝐧𝐨𝐰 𝐀𝐛𝐨𝐮𝐭 𝐂𝐚𝐩𝐭𝐚𝐢𝐧 𝐉𝐞𝐚𝐧-𝐋𝐮𝐜 𝐏𝐢𝐜𝐚𝐫𝐝 �– Link in bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,3937,,206431,203736,3294,29,614,
2022-07-29T01:00:41+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/295919649_1015874922460976_5461918371730975564_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YyxEaWBWPbcAX8jZWji&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT9Z1MCBBlhT4Wd1ijY156oyXQc6iD0tT81KCQgw_MZmwA&oe=62F96C46,https://www.instagram.com/p/Cgk7P3GOWEa/,"No one ships Jopper more than Hopper.⁠
⁠
𝐇𝐞𝐫𝐞'𝐬 𝐖𝐡𝐲 𝐃𝐚𝐯𝐢𝐝 𝐇𝐚𝐫𝐛𝐨𝐮𝐫 𝐈𝐬 𝐄𝐯𝐞𝐧 𝐌𝐨𝐫𝐞 𝐀𝐰𝐞𝐬𝐨𝐦𝐞 𝐓𝐡𝐚𝐧 𝐘𝐨𝐮 𝐓𝐡𝐨𝐮𝐠𝐡𝐭⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,2013,,48817,46680,1757,7,249,
2022-07-28T21:01:11+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/295998784_855339449187230_6652667068189915030_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=OZUOLXhmYc8AX8mZdYA&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT9J0LH3xF4FD4B-dbbW_f5YGT6BoSXmfFr5t-RMvj1d2A&oe=62FA0D31,https://www.instagram.com/p/Cgkf0dHs6Ef/,"The only method acting I'll accept⁠
⁠
𝟏𝟔 𝐏𝐨𝐬𝐭𝐬 𝐀𝐛𝐨𝐮𝐭 '𝐓𝐡𝐞 𝐖𝐢𝐭𝐜𝐡𝐞𝐫' 𝐓𝐡𝐚𝐭 𝐀𝐜𝐭𝐮𝐚𝐥𝐥𝐲 𝐌𝐚𝐤𝐞 𝐀 𝐆𝐨𝐨𝐝 𝐏𝐨𝐢𝐧𝐭⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,6753,,165248,165248,5902,40,811,
2022-07-28T18:02:10+0000,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/296054251_738486747432687_1764852223227461971_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=3K5qGKsL1OUAX99vpVS&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT91V8R9kpgMwYIm73lqdiZuZIl3PbbMbrwKIkD-KN72cA&oe=62FB357C,https://www.instagram.com/p/CgkLTgrF1Jn/,"Eddie Munson appreciation post.⁠
⁠
𝟏𝟗 𝐏𝐨𝐬𝐭𝐬 𝐀𝐛𝐨𝐮𝐭 '𝐒𝐭𝐫𝐚𝐧𝐠𝐞𝐫 𝐓𝐡𝐢𝐧𝐠𝐬' 𝐒𝐞𝐚𝐬𝐨𝐧 𝟒 𝐓𝐡𝐚𝐭 𝐀𝐜𝐭𝐮𝐚𝐥𝐥𝐲 𝐌𝐚𝐤𝐞 𝐀 𝐆𝐨𝐨𝐝 𝐏𝐨𝐢𝐧𝐭⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,7181,,70033,64685,6021,41,1119,
2022-07-28T01:00:40+0000,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/296173261_809617990447495_61336686302173144_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=uy9j2VXHwpUAX9QRqBN&_nc_ht=scontent-lax3-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AT-t2G6XfsQJfrBHStjIdo01tCZeyyWLvhiTimO-fe418Q&oe=62FA80E8,https://www.instagram.com/p/CgiWc6tNn2h/,"Definitely a way to look at #captainamerica that some fans might not know.⁠
⁠
𝐇𝐨𝐰 𝐃𝐨 𝐓𝐡𝐞 𝐀𝐯𝐞𝐧𝐠𝐞𝐫𝐬’ 𝐏𝐨𝐰𝐞𝐫𝐬 𝐀𝐜𝐭𝐮𝐚𝐥𝐥𝐲 𝐖𝐨𝐫𝐤⁠
⁠
– Link in Bio!⁠
.⁠
.⁠
Follow @totalnerd_ for more posts about movies, TV, and all things nerdy!",IMAGE,5653,,172279,170010,4680,75,898,
